,Company,Location,Date,Rocket,Country
1222,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-16,Voskhod, Russia
1223,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-10-16,Cosmos-2I (63SM), Russia
1224,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-19,Molniya-M /Block L, Russia
1225,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-20,Voskhod, Russia
1226,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-27,Voskhod, Russia
1227,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-29,Vostok-2M, Russia
1228,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-10-30,Cosmos-3M (11K65M), Russia
1229,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1973-10-31,Soyuz U, Russia
1230,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-11-02,Molniya-M /Block 2BL, Russia
1231,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1973-11-03,Atlas-SLV3D Centaur-D1A, USA
1232,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-11-10,Voskhod, Russia
1233,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-11-10,Titan IIID, USA
1234,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-11-14,Molniya-M /Block L, Kazakhstan
1235,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-11-16,Saturn IB, USA
1236,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-11-20,Cosmos-2I (63SM), Russia
1237,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-11-21,Voskhod, Kazakhstan
1238,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-11-27,Cosmos-3M (11K65M), Russia
1239,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-11-28,Cosmos-2I (63SM), Russia
1240,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-11-28,Voskhod, Russia
1241,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-11-30,Molniya-M /Block L, Russia
1242,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-12-04,Cosmos-3M (11K65M), Russia
1243,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-12-13,Cosmos-2I (63SM), Russia
1244,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1973-12-13,Titan III(23)C, USA
1245,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-12-17,Soyuz M, Russia
1246,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-12-18,Soyuz, Kazakhstan
1247,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-12-19,Cosmos-3M (11K65M), Russia
1248,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-12-21,Voskhod, Russia
1249,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-12-25,Molniya-M /Block L, Russia
1250,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1973-12-26,Cosmos-3M (11K65M), Russia
1251,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1973-12-27,Tsyklon-2, Kazakhstan
1252,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-12-29,Cosmos-3M (11K65M), Russia
1253,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-01-17,Cosmos-3M (11K65M), Russia
1254,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-01-24,Voskhod, Russia
1255,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-01-29,Soyuz, Kazakhstan
1256,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-01-30,Voskhod, Russia
1257,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1974-02-04,Mu-III H, Japan
1258,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-02-06,Cosmos-3M (11K65M), Russia
1259,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-02-11,Titan IIIE, USA
1260,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-02-12,Voskhod, Kazakhstan
1261,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1974-02-13,Titan III(24)B, USA
1262,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1974-02-18,Scout D1, Kenya
1263,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-02-27,Cosmos-2I (63SM), Russia
1264,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-03-05,Vostok-2M, Russia
1265,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-03-05,Cosmos-2I (63SM), Russia
1266,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-03-14,Voskhod, Russia
1267,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-03-20,Soyuz U, Kazakhstan
1268,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-03-23,Cosmos-3M (11K65M), Russia
1269,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1974-03-26,Proton K/Block-DM, Kazakhstan
1270,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-04-03,Soyuz U, Kazakhstan
1271,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-04-04,Voskhod, Russia
1272,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-04-10,Titan IIID, USA
1273,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-11,Voskhod, Russia
1274,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-04-12,Voskhod, Kazakhstan
1275,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-20,Molniya-M /Block ML, Russia
1276,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-24,Vostok-2M, Russia
1277,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-04-26,Molniya-M /Block L, Russia
1278,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-29,Voskhod, Russia
1279,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-04-29,Cosmos-3M (11K65M), Russia
1280,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1974-05-15,Tsyklon-2, Kazakhstan
1281,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-05-15,Soyuz U, Kazakhstan
1282,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-05-15,Voskhod, Russia
1283,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1974-05-17,Tsyklon-2, Kazakhstan
1284,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-05-17,Cosmos-3M (11K65M), Russia
1285,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-05-21,Cosmos-3M (11K65M), Russia
1286,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-05-23,Soyuz U, Russia
1287,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-05-27,Soyuz, Kazakhstan
1288,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1974-05-29,Proton K/Block D, Kazakhstan
1289,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-05-30,Voskhod, Russia
1290,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1974-05-30,Titan III(23)C, USA
1291,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-06-06,Voskhod, Kazakhstan
1292,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1974-06-06,Titan III(24)B, USA
1293,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-06-13,Voskhod, Russia
1294,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-06-18,Cosmos-3M (11K65M), Russia
1295,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-06-21,Cosmos-3M (11K65M), Russia
1296,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-06-26,Cosmos-2I (63SM), Russia
1297,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-06-27,Cosmos-3M (11K65M), Russia
1298,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-06-29,Soyuz M, Russia
1299,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-06-29,Molniya-M /Block 2BL, Russia
1300,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-07-03,Soyuz, Kazakhstan
1301,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-09,Vostok-2M, Russia
1302,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1974-07-11,Cosmos-3MRB (65MRB), Russia
1303,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-07-11,Cosmos-2I (63SM), Russia
1304,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-12,Voskhod, Russia
1305,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1974-07-12,Feng Bao 1, China
1306,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1974-07-14,Atlas-E/F PTS, USA
1307,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-23,Molniya-M /Block L, Russia
1308,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-07-25,Voskhod, Kazakhstan
1309,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-07-25,Cosmos-2I (63SM), Russia
1310,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-26,Voskhod, Russia
1311,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-08-06,Soyuz U, Kazakhstan
1312,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-08-07,Voskhod, Russia
1313,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-08-12,Soyuz U, Kazakhstan
1314,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1974-08-14,Titan III(24)B, USA
1315,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-08-16,Vostok-2M, Russia
1316,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-08-28,Soyuz, Kazakhstan
1317,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-08-29,Voskhod, Kazakhstan
1318,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-08-29,Cosmos-3M (11K65M), Russia
1319,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-08-30,Voskhod, Russia
1320,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-09-11,Cosmos-3M (11K65M), Russia
1321,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-09-19,Cosmos-3M (11K65M), Russia
1322,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-09-20,Voskhod, Kazakhstan
1323,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-09-26,Cosmos-2I (63SM), Russia
1324,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-11,Cosmos-3M (11K65M), Russia
1325,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1974-10-15,Scout B1, Kenya
1326,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-10-18,Voskhod, Russia
1327,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-18,Cosmos-3M (11K65M), Russia
1328,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-10-22,Soyuz U, Russia
1329,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-10-24,Molniya-M /Block L, Russia
1330,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-10-25,Soyuz U, Kazakhstan
1331,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-10-28,Vostok-2M, Russia
1332,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-10-29,Titan IIID, USA
1333,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-31,Cosmos-3M (11K65M), Russia
1334,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-01,Voskhod, Russia
1335,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-11-04,Soyuz M, Russia
1336,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1974-11-05,Long March 2, China
1337,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-16,Voskhod, Russia
1338,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-11-20,Cosmos-2I (63SM), Russia
1339,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-11-21,Molniya-M /Block L, Russia
1340,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1974-11-21,Atlas-SLV3D Centaur-D1A, USA
1341,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-27,Voskhod, Russia
1342,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-12-02,Soyuz U, Kazakhstan
1343,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-12-10,Titan IIIE, USA
1344,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-12-13,Soyuz U, Russia
1345,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-12-17,Vostok-2M, Russia
1346,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-12-18,Cosmos-3M (11K65M), Russia
1347,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-12-21,Molniya-M /Block L, Russia
1348,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1974-12-24,Tsyklon-2, Kazakhstan
1349,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-12-26,Cosmos-3M (11K65M), Russia
1350,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-12-27,Voskhod, Kazakhstan
1351,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-01-10,Soyuz, Kazakhstan
1352,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-01-17,Voskhod, Kazakhstan
1353,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-01-21,Cosmos-2I (63SM), Russia
1354,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-01-23,Voskhod, Russia
1355,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-01-28,Cosmos-2I (63SM), Russia
1356,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-01-30,Molniya-M /Block 2BL, Russia
1357,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-02-05,Cosmos-3M (11K65M), Russia
1358,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-02-06,Molniya-M /Block L, Russia
1359,CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-02-06,Diamant BP4, France
1360,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-02-12,Cosmos-3M (11K65M), Russia
1361,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-02-12,Voskhod, Russia
1362,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-02-20,Atlas-SLV3D Centaur-D1A, USA
1363,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1975-02-24,Mu-III C, Japan
1364,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-02-26,Voskhod, Kazakhstan
1365,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1975-02-28,Cosmos-3M (11K65M), Russia
1366,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1975-03-10,Titan III(34)B Agena-D, USA
1367,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-03-12,Voskhod, Kazakhstan
1368,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-03-21,Soyuz U, Russia
1369,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-03-26,Voskhod, Russia
1370,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-03-27,Voskhod, Kazakhstan
1371,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-03-27,Cosmos-3M (11K65M), Russia
1372,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-01,Vostok-2M, Russia
1373,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-04-02,Tsyklon-2, Kazakhstan
1374,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-04-05,Soyuz, Kazakhstan
1375,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-04-07,Tsyklon-2, Kazakhstan
1376,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-04-08,Cosmos-2I (63SM), Russia
1377,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-04-11,Cosmos-3M (11K65M), Russia
1378,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1975-04-13,Atlas-E/F Star-17A, USA
1379,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-14,Molniya-M /Block ML, Russia
1380,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-04-16,Soyuz U, Kazakhstan
1381,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-18,Voskhod, Russia
1382,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1975-04-18,Titan III(24)B, USA
1383,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1975-04-19,Cosmos-3M (11K65M), Russia
1384,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-04-22,Cosmos-3M (11K65M), Russia
1385,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-04-24,Voskhod, Russia
1386,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-29,Molniya-M /Block ML, Russia
1387,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1975-05-07,Scout F1, Kenya
1388,CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-05-17,Diamant BP4, France
1389,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-05-20,Titan III(23)C, USA
1390,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-05-21,Voskhod, Kazakhstan
1391,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-05-22,Atlas-SLV3D Centaur-D1A, USA
1392,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-05-24,Soyuz, Kazakhstan
1393,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-05-25,Soyuz U, Russia
1394,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-05-28,Cosmos-3M (11K65M), Russia
1395,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-05-28,Voskhod, Kazakhstan
1396,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-05-30,Voskhod, Russia
1397,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",1975-06-03,Cosmos-3M (11K65M), Russia
1398,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-03,Voskhod, Russia
1399,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-05,Molniya-M /Block ML, Russia
1400,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-06-08,Titan IIID, USA
1401,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-12,Soyuz U, Russia
1402,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1975-06-18,Atlas-SLV3A Agena-D, USA
1403,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-20,Vostok-2M, Russia
1404,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-06-24,Cosmos-2I (63SM), Russia
1405,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-25,Voskhod, Russia
1406,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-27,Voskhod, Russia
1407,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-03,Voskhod, Russia
1408,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-07-04,Cosmos-3M (11K65M), Russia
1409,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-08,Molniya-M /Block ML, Russia
1410,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-11,Vostok-2M, Russia
1411,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-07-15,Soyuz U, Kazakhstan
1412,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1975-07-15,Saturn IB, USA
1413,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-07-17,Cosmos-2I (63SM), Russia
1414,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-07-23,Voskhod, Russia
1415,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-07-24,Cosmos-3M (11K65M), Russia
1416,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1975-07-26,Feng Bao 1, China
1417,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-07-31,Voskhod, Russia
1418,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-08-13,Voskhod, Kazakhstan
1419,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-08-14,Cosmos-3M (11K65M), Russia
1420,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-08-20,Titan IIIE, USA
1421,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-08-22,Vostok-2M, Russia
1422,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-08-27,Voskhod, Russia
1423,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-02,Molniya-M /Block ML, Russia
1424,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-09-05,Soyuz U, Russia
1425,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-09,Molniya-M /Block ML, Russia
1426,MHI,"LA-Y1, Tanegashima Space Center, Japan",1975-09-09,N-I, Japan
1427,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-09-09,Titan IIIE, USA
1428,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-09-12,Soyuz U, Russia
1429,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-09-16,Voskhod, Kazakhstan
1430,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-09-17,Cosmos-3M (11K65M), Russia
1431,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-18,Vostok-2M, Russia
1432,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-23,Voskhod, Russia
1433,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-09-24,Cosmos-3M (11K65M), Russia
1434,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-09-25,Soyuz U, Russia
1435,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1975-09-26,Atlas-SLV3D Centaur-D1AR, USA
1436,CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-09-27,Diamant BP4, France
1437,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-09-29,Soyuz U, Kazakhstan
1438,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-09-30,Cosmos-3M (11K65M), Russia
1439,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-10-01,Voskhod, Kazakhstan
1440,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1975-10-09,Titan III(24)B, USA
1441,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-10-17,Voskhod, Russia
1442,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-10-29,Tsyklon-2, Kazakhstan
1443,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-11-04,Voskhod, Russia
1444,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-11-14,Molniya-M /Block ML, Russia
1445,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-11-15,Cosmos-3M (11K65M), Russia
1446,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1975-11-16,Long March 2, China
1447,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-11-17,Soyuz U, Kazakhstan
1448,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-11-21,Voskhod, Kazakhstan
1449,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-11-21,Cosmos-3M (11K65M), Russia
1450,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-11-25,Soyuz U, Russia
1451,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-11-28,Cosmos-3M (11K65M), Russia
1452,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-12-03,Voskhod, Russia
1453,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-12-04,Titan IIID, USA
1454,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-12-11,Cosmos-3M (11K65M), Russia
1455,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1975-12-12,Tsyklon-2, Kazakhstan
1456,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-12-14,Titan III(23)C, USA
1457,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1975-12-16,Feng Bao 1, China
1458,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-12-16,Voskhod, Kazakhstan
1459,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-12-17,Molniya-M /Block ML, Russia
1460,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-12-19,Cosmos-3M (11K65M), Russia
